จังหวัด,อำเภอ,ตำบล,อาการ,ช่วงเวลา,จำนวนปฏิบัติการ
นครปฐม,นครชัยศรี,แหลมบัว,บาดเจ็บ,23:00 - 23:59,1
นครปฐม,นครชัยศรี,โคกพระเจดีย์,บาดเจ็บ,17:00 - 17:59,1
นครปฐม,นครชัยศรี,โคกพระเจดีย์,บาดเจ็บ,22:00 - 22:59,1
นครปฐม,นครชัยศรี,ไทยาวาส,บาดเจ็บ,07:00 - 07:59,1
นครปฐม,บางเลน,คลองนกกระทุง,บาดเจ็บ,12:00 - 12:59,1
นครปฐม,บางเลน,ดอนตูม,บาดเจ็บ,02:00 - 02:59,1
นครปฐม,บางเลน,นราภิรมย์,บาดเจ็บ,06:00 - 06:59,1
นครปฐม,บางเลน,นราภิรมย์,บาดเจ็บ,11:00 - 11:59,2
นครปฐม,บางเลน,นราภิรมย์,บาดเจ็บ,14:00 - 14:59,2
นครปฐม,บางเลน,นราภิรมย์,บาดเจ็บ,15:00 - 15:59,1
นครปฐม,บางเลน,บัวปากท่า,บาดเจ็บ,17:00 - 17:59,1
นครปฐม,บางเลน,บางปลา,บาดเจ็บ,00:00 - 00:59,2
นครปฐม,บางเลน,บางปลา,บาดเจ็บ,05:00 - 05:59,1
นครปฐม,บางเลน,บางปลา,บาดเจ็บ,06:00 - 06:59,1
นครปฐม,บางเลน,บางปลา,บาดเจ็บ,14:00 - 14:59,1
นครปฐม,บางเลน,บางภาษี,บาดเจ็บ,09:00 - 09:59,1
นครปฐม,บางเลน,บางภาษี,บาดเจ็บ,10:00 - 10:59,1
นครปฐม,บางเลน,บางภาษี,บาดเจ็บ,22:00 - 22:59,1
นครปฐม,บางเลน,บางระกำ,บาดเจ็บ,21:00 - 21:59,1
นครปฐม,บางเลน,บางหลวง,บาดเจ็บ,00:00 - 00:59,1
นครปฐม,บางเลน,บางหลวง,บาดเจ็บ,23:00 - 23:59,1
นครปฐม,บางเลน,บางเลน,บาดเจ็บ,00:00 - 00:59,1
นครปฐม,บางเลน,บางเลน,บาดเจ็บ,17:00 - 17:59,1
นครปฐม,บางเลน,บางเลน,บาดเจ็บ,19:00 - 19:59,1
นครปฐม,บางเลน,หินมูล,บาดเจ็บ,08:00 - 08:59,1
นครปฐม,บางเลน,หินมูล,บาดเจ็บ,16:00 - 16:59,1
นครปฐม,พุทธมณฑล,คลองโยง,บาดเจ็บ,06:00 - 06:59,2
นครปฐม,พุทธมณฑล,มหาสวัสดิ์,บาดเจ็บ,01:00 - 01:59,2
นครปฐม,พุทธมณฑล,ศาลายา,บาดเจ็บ,00:00 - 00:59,1
นครปฐม,พุทธมณฑล,ศาลายา,บาดเจ็บ,01:00 - 01:59,2
นครปฐม,พุทธมณฑล,ศาลายา,บาดเจ็บ,02:00 - 02:59,1
นครปฐม,พุทธมณฑล,ศาลายา,บาดเจ็บ,04:00 - 04:59,1
นครปฐม,พุทธมณฑล,ศาลายา,บาดเจ็บ,05:00 - 05:59,2
นครปฐม,พุทธมณฑล,ศาลายา,บาดเจ็บ,12:00 - 12:59,2
นครปฐม,พุทธมณฑล,ศาลายา,บาดเจ็บ,14:00 - 14:59,2
นครปฐม,พุทธมณฑล,ศาลายา,บาดเจ็บ,16:00 - 16:59,1
นครปฐม,พุทธมณฑล,ศาลายา,บาดเจ็บ,19:00 - 19:59,1
นครปฐม,พุทธมณฑล,ศาลายา,บาดเจ็บ,20:00 - 20:59,2
